key,value,date
Arsenal,-125.32,9/8/65
Arsenal,-130.57,9/11/65
Arsenal,-109.43,9/15/65
Arsenal,-101.79,9/18/65
Arsenal,-114.43,9/22/65
Arsenal,-114.44,9/25/65
Arsenal,-100.64,9/29/65
Arsenal,-92.12,10/6/65
Arsenal,-92.16,10/9/65
Arsenal,-95.25,10/13/65
Arsenal,-95.26,10/16/65
Arsenal,-92.20,10/20/65
Arsenal,-92.20,10/23/65
Arsenal,-100.04,10/30/65
Arsenal,-115.24,11/6/65
Arsenal,-99.85,11/13/65
Arsenal,-119.45,11/17/65
Arsenal,-120.36,11/20/65
Arsenal,-119.76,11/24/65
Arsenal,-119.77,12/1/65
Arsenal,-120.35,12/4/65
Arsenal,-118.28,12/11/65
Arsenal,-128.53,12/15/65
Arsenal,-135.47,1/1/66
Arsenal,-139.52,1/8/66
Arsenal,-152.94,1/29/66
Arsenal,-138.04,2/2/66
Arsenal,-138.04,2/5/66
Arsenal,-153.34,2/19/66
Arsenal,-136.03,3/1/66
Arsenal,-136.03,3/2/66
Arsenal,-140.94,3/8/66
Arsenal,-145.52,3/9/66
Arsenal,-163.05,3/12/66
Arsenal,-163.51,3/16/66
Arsenal,-163.52,3/19/66
Arsenal,-188.72,4/5/66
Arsenal,-180.85,4/13/66
Arsenal,-180.85,4/14/66
Arsenal,-179.10,4/16/66
Arsenal,-186.76,4/19/66
Arsenal,-194.76,4/20/66
Arsenal,-182.77,4/30/66
Arsenal,-197.00,5/5/66
Arsenal,-189.88,8/20/66
Arsenal,-161.74,8/27/66
Arsenal,-145.08,9/3/66
Arsenal,-157.08,9/10/66
Arsenal,-150.11,9/17/66
Arsenal,-159.88,9/21/66
Arsenal,-159.88,9/24/66
Arsenal,-156.91,9/28/66
Arsenal,-157.26,10/1/66
Arsenal,-173.20,10/5/66
Arsenal,-173.21,10/8/66
Arsenal,-159.40,10/11/66
Arsenal,-159.40,10/12/66
Arsenal,-159.05,10/15/66
Arsenal,-162.42,10/19/66
Arsenal,-172.37,10/29/66
Arsenal,-164.41,11/5/66
Arsenal,-181.73,11/9/66
Arsenal,-183.89,11/12/66
Arsenal,-185.59,11/19/66
Arsenal,-190.67,11/23/66
Arsenal,-190.68,11/26/66
Arsenal,-197.47,12/3/66
Arsenal,-188.69,12/7/66
Arsenal,-186.91,12/10/66
Arsenal,-179.38,12/14/66
Arsenal,-179.38,12/17/66
Arsenal,-172.68,12/31/66
Arsenal,-171.50,1/14/67
Arsenal,-170.17,1/21/67
Arsenal,-150.47,2/4/67
Arsenal,-144.68,2/11/67
Arsenal,-151.47,2/25/67
Arsenal,-155.47,3/12/67
Arsenal,-155.47,3/18/67
Arsenal,-149.78,3/19/67
Arsenal,-149.78,3/25/67
Arsenal,-139.73,4/1/67
Arsenal,-140.87,4/22/67
Arsenal,-130.80,4/29/67
Arsenal,-114.65,5/6/67
Arsenal,-122.29,5/13/67
Arsenal,-113.15,8/19/67
Arsenal,-108.49,8/26/67
Arsenal,-99.03,9/2/67
Arsenal,-97.26,9/9/67
Arsenal,-77.82,9/16/67
Arsenal,-65.15,9/20/67
Arsenal,-65.18,9/23/67
Arsenal,-67.67,9/27/67
Arsenal,-67.68,9/30/67
Arsenal,-83.01,10/4/67
Arsenal,-83.00,10/7/67
Arsenal,-90.26,10/14/67
Arsenal,-107.59,10/28/67
Arsenal,-93.65,11/4/67
Arsenal,-95.75,11/11/67
Arsenal,-108.85,11/15/67
Arsenal,-109.81,11/18/67
Arsenal,-109.68,11/25/67
Arsenal,-112.45,11/29/67
Arsenal,-113.22,12/2/67
Arsenal,-122.46,12/9/67
Arsenal,-119.96,12/13/67
Arsenal,-119.96,12/16/67
Arsenal,-115.37,12/23/67
Arsenal,-104.31,12/26/67
Arsenal,-115.33,12/30/67
Arsenal,-134.35,1/20/68
Arsenal,-142.37,2/3/68
Arsenal,-158.03,2/28/68
Arsenal,-138.37,3/6/68
Arsenal,-138.37,3/13/68
Arsenal,-139.30,3/16/68
Arsenal,-140.28,3/19/68
Arsenal,-140.28,3/20/68
Arsenal,-140.28,3/23/68
Arsenal,-117.58,3/30/68
Arsenal,-125.16,4/6/68
Arsenal,-137.86,4/13/68
Arsenal,-152.91,4/20/68
Arsenal,-164.26,4/24/68
Arsenal,-139.98,5/1/68
Arsenal,-139.98,5/4/68
Arsenal,-127.31,5/11/68
Arsenal,-106.63,5/15/68
Arsenal,-117.40,5/29/68
Arsenal,-129.56,8/10/68
Arsenal,-103.69,8/17/68
Arsenal,-108.07,8/24/68
Arsenal,-68.87,8/31/68
Arsenal,-57.70,9/7/68
Arsenal,-45.18,9/14/68
Arsenal,-47.04,9/18/68
Arsenal,-47.04,9/21/68
Arsenal,-58.26,9/28/68
Arsenal,-78.82,10/2/68
Arsenal,-78.81,10/5/68
Arsenal,-80.45,10/12/68
Arsenal,-84.19,10/19/68
Arsenal,-82.48,10/26/68
Arsenal,-88.45,11/2/68
Arsenal,-88.33,11/9/68
Arsenal,-97.47,11/13/68
Arsenal,-97.46,11/16/68
Arsenal,-92.66,11/23/68
Arsenal,-105.48,11/27/68
Arsenal,-103.04,12/7/68
Arsenal,-96.41,12/14/68
Arsenal,-82.32,12/21/68
Arsenal,-79.68,12/26/68
Arsenal,-63.64,1/11/69
Arsenal,-61.61,1/15/69
Arsenal,-61.61,1/18/69
Arsenal,-80.57,2/19/69
Arsenal,-80.02,2/26/69
Arsenal,-60.97,3/5/69
Arsenal,-60.97,3/15/69
Arsenal,-60.31,3/29/69
